,0
0,0.5121428370475769
1,0.7147142887115479
2,0.6875714063644409
3,0.8295714259147644
4,0.6399999856948853
5,0.5825714468955994
6,0.6551428437232971
7,0.5927143096923828
8,0.7451428771018982
9,0.7257142663002014
10,0.693142831325531
11,0.741428554058075
12,0.6764285564422607
13,0.6398571133613586
14,0.6894285678863525
15,0.47999998927116394
16,0.6058571338653564
17,0.6671428680419922
18,0.5612857341766357
19,0.5580000281333923
