,0
0,0.7648571133613586
1,0.32671427726745605
2,0.6342856884002686
3,0.2864285707473755
4,0.6589999794960022
5,0.33142855763435364
6,0.4828571379184723
7,0.4328571557998657
8,0.6819999814033508
9,0.4391428530216217
