,0
0,0.7874285578727722
1,0.7265714406967163
2,0.7572857141494751
3,0.8008571267127991
4,0.7538571357727051
5,0.8218571543693542
6,0.7492856979370117
7,0.8058571219444275
8,0.8001428842544556
9,0.8032857179641724
