,0
0,0.22271429002285004
1,0.1428571492433548
2,0.1428571492433548
3,0.1428571492433548
4,0.2352857142686844
5,0.14485713839530945
6,0.18128570914268494
7,0.17000000178813934
8,0.15485714375972748
9,0.1428571492433548
