,0
0,0.23985713720321655
1,0.14571428298950195
2,0.12999999523162842
3,0.217571422457695
4,0.1459999978542328
5,0.13457143306732178
6,0.019857142120599747
7,0.1428571492433548
8,0.1428571492433548
9,0.14300000667572021
10,0.1428571492433548
11,0.1428571492433548
12,0.1435714215040207
13,0.14271429181098938
14,0.1428571492433548
15,0.26185715198516846
16,0.14414285123348236
17,0.18814285099506378
18,0.18042856454849243
19,0.1428571492433548
